impression_id,campaign_id,date,impressions,clicks,ctr,spend_usd
IMP-C007-20240601,C007,2024-06-01,4578,119,0.026034,181.75
IMP-C007-20240602,C007,2024-06-02,3667,65,0.017889,70.22
IMP-C007-20240603,C007,2024-06-03,6074,134,0.022108,183.92
IMP-C007-20240604,C007,2024-06-04,3224,146,0.045485,163.23
IMP-C007-20240605,C007,2024-06-05,3749,94,0.025327,152.29
IMP-C007-20240606,C007,2024-06-06,5205,189,0.036461,300.86
IMP-C007-20240607,C007,2024-06-07,3091,61,0.019944,93.47
IMP-C007-20240608,C007,2024-06-08,6371,68,0.010818,122.45
IMP-C007-20240609,C007,2024-06-09,4388,125,0.028703,176.18
IMP-C007-20240610,C007,2024-06-10,3315,92,0.028007,150.54
IMP-C007-20240611,C007,2024-06-11,5220,114,0.021894,143.65
IMP-C007-20240612,C007,2024-06-12,2563,73,0.028555,114.4
IMP-C007-20240613,C007,2024-06-13,3185,56,0.017691,72.8
IMP-C007-20240614,C007,2024-06-14,2642,40,0.015459,43.99
IMP-C007-20240615,C007,2024-06-15,3766,60,0.01609,57.11
IMP-C007-20240616,C007,2024-06-16,6323,202,0.03202,243.67
IMP-C007-20240617,C007,2024-06-17,4486,113,0.02534,203.1
IMP-C007-20240618,C007,2024-06-18,3340,102,0.030737,130.11
IMP-C007-20240619,C007,2024-06-19,2797,77,0.027793,140.7
IMP-C007-20240620,C007,2024-06-20,6917,85,0.012402,140.22
IMP-C007-20240621,C007,2024-06-21,3769,106,0.028267,105.88
IMP-C007-20240622,C007,2024-06-22,2874,45,0.015793,65.87
IMP-C007-20240623,C007,2024-06-23,3526,96,0.027272,167.81
IMP-C007-20240624,C007,2024-06-24,4829,168,0.03495,262.88
IMP-C007-20240625,C007,2024-06-25,2922,96,0.032907,120.81
IMP-C007-20240626,C007,2024-06-26,5155,178,0.03459,280.71
IMP-C007-20240627,C007,2024-06-27,2629,38,0.014654,69.8
IMP-C007-20240628,C007,2024-06-28,4022,91,0.022637,151.76
IMP-C007-20240629,C007,2024-06-29,4931,119,0.02423,163.91
IMP-C007-20240630,C007,2024-06-30,3871,111,0.028863,178.27
IMP-C007-20240701,C007,2024-07-01,3929,120,0.030657,168.15
IMP-C007-20240702,C007,2024-07-02,3305,52,0.015928,59.61
IMP-C007-20240703,C007,2024-07-03,3913,124,0.03187,148.61
IMP-C007-20240704,C007,2024-07-04,4397,73,0.016746,99.42
IMP-C007-20240705,C007,2024-07-05,2614,52,0.020236,71.86
IMP-C007-20240706,C007,2024-07-06,4767,113,0.023786,122.09
IMP-C007-20240707,C007,2024-07-07,5338,126,0.023682,188.94
IMP-C007-20240708,C007,2024-07-08,4190,74,0.017858,111.4
IMP-C007-20240709,C007,2024-07-09,4699,37,0.008025,47.3
IMP-C007-20240710,C007,2024-07-10,3932,94,0.024049,169.01
IMP-C007-20240711,C007,2024-07-11,3389,61,0.018016,78.46
IMP-C007-20240712,C007,2024-07-12,3358,64,0.019223,106.96
IMP-C007-20240713,C007,2024-07-13,3093,78,0.025423,72.5
IMP-C007-20240714,C007,2024-07-14,3610,69,0.019364,134.03
IMP-C007-20240715,C007,2024-07-15,3911,19,0.005,15.97
IMP-C007-20240716,C007,2024-07-16,4235,113,0.02691,175.45
IMP-C007-20240717,C007,2024-07-17,4375,136,0.031298,173.82
IMP-C007-20240718,C007,2024-07-18,5139,45,0.008944,52.58
IMP-C007-20240719,C007,2024-07-19,2302,45,0.019801,64.18
IMP-C007-20240720,C007,2024-07-20,4319,97,0.022495,112.69
IMP-C007-20240721,C007,2024-07-21,4000,40,0.01002,73.96
IMP-C007-20240722,C007,2024-07-22,3881,70,0.018089,134.17
IMP-C007-20240723,C007,2024-07-23,2895,37,0.012995,41.11
IMP-C007-20240724,C007,2024-07-24,4128,105,0.025453,174.5
IMP-C007-20240725,C007,2024-07-25,6900,34,0.005,55.17
IMP-C007-20240726,C007,2024-07-26,3615,62,0.017309,77.75
IMP-C007-20240727,C007,2024-07-27,3245,115,0.035476,194.66
IMP-C007-20240728,C007,2024-07-28,4224,138,0.032808,136.1
IMP-C007-20240729,C007,2024-07-29,2802,14,0.005,17.22
IMP-C007-20240730,C007,2024-07-30,4369,99,0.022823,147.0
IMP-C007-20240731,C007,2024-07-31,2718,77,0.028425,116.42
IMP-C007-20240801,C007,2024-08-01,4969,34,0.006858,52.14
IMP-C007-20240802,C007,2024-08-02,2952,55,0.018821,88.02
IMP-C007-20240803,C007,2024-08-03,4295,65,0.015188,93.72
IMP-C007-20240804,C007,2024-08-04,2591,80,0.031202,110.27
IMP-C007-20240805,C007,2024-08-05,5374,95,0.017788,121.88
IMP-C007-20240806,C007,2024-08-06,3397,98,0.029009,120.26
IMP-C007-20240807,C007,2024-08-07,4876,92,0.01894,77.94
IMP-C007-20240808,C007,2024-08-08,3601,45,0.012567,65.26
IMP-C007-20240809,C007,2024-08-09,2950,86,0.029408,121.49
IMP-C007-20240810,C007,2024-08-10,4013,109,0.027247,188.48
IMP-C007-20240811,C007,2024-08-11,4178,66,0.01583,59.92
IMP-C007-20240812,C007,2024-08-12,3479,59,0.017062,86.85
IMP-C007-20240813,C007,2024-08-13,3837,105,0.027503,131.89
IMP-C007-20240814,C007,2024-08-14,4140,130,0.031472,200.53
IMP-C007-20240815,C007,2024-08-15,4136,71,0.017184,88.75
IMP-C007-20240816,C007,2024-08-16,3306,58,0.017672,96.67
IMP-C007-20240817,C007,2024-08-17,3967,44,0.011202,86.7
IMP-C007-20240818,C007,2024-08-18,4535,48,0.010744,62.76
IMP-C007-20240819,C007,2024-08-19,4316,153,0.035637,169.46
IMP-C007-20240820,C007,2024-08-20,5224,173,0.033196,216.49
IMP-C007-20240821,C007,2024-08-21,3908,53,0.01371,73.08
IMP-C007-20240822,C007,2024-08-22,4161,113,0.027277,199.68
IMP-C007-20240823,C007,2024-08-23,3414,21,0.006261,30.11
IMP-C007-20240824,C007,2024-08-24,4508,108,0.023995,144.94
IMP-C007-20240825,C007,2024-08-25,4330,147,0.034124,228.51
IMP-C007-20240826,C007,2024-08-26,3807,68,0.017998,94.46
IMP-C007-20240827,C007,2024-08-27,5918,121,0.020534,173.52
IMP-C007-20240828,C007,2024-08-28,3693,113,0.030792,229.16
IMP-C007-20240829,C007,2024-08-29,4673,105,0.022662,152.36
IMP-C007-20240830,C007,2024-08-30,1696,47,0.027961,69.57
IMP-C007-20240831,C007,2024-08-31,4649,75,0.016308,99.35
IMP-C007-20240901,C007,2024-09-01,3768,113,0.030173,149.88
IMP-C007-20240902,C007,2024-09-02,6386,162,0.025447,171.28
IMP-C007-20240903,C007,2024-09-03,4065,68,0.016787,53.15
IMP-C007-20240904,C007,2024-09-04,5879,162,0.027625,259.19
IMP-C007-20240905,C007,2024-09-05,4373,47,0.010944,60.86
IMP-C007-20240906,C007,2024-09-06,5083,69,0.01359,46.95
IMP-C007-20240907,C007,2024-09-07,3961,82,0.020866,121.41
IMP-C007-20240908,C007,2024-09-08,4964,134,0.027101,203.36
IMP-C007-20240909,C007,2024-09-09,5455,53,0.009848,84.34
IMP-C007-20240910,C007,2024-09-10,4857,58,0.012084,57.37
IMP-C007-20240911,C007,2024-09-11,3416,57,0.016708,94.96
IMP-C007-20240912,C007,2024-09-12,3554,53,0.015149,66.6
IMP-C007-20240913,C007,2024-09-13,5374,118,0.022104,163.57
IMP-C007-20240914,C007,2024-09-14,4084,132,0.032336,160.41
IMP-C007-20240915,C007,2024-09-15,5581,132,0.023684,183.73
IMP-C007-20240916,C007,2024-09-16,6825,92,0.013555,122.72
IMP-C007-20240917,C007,2024-09-17,2905,86,0.02962,167.42
IMP-C007-20240918,C007,2024-09-18,5953,189,0.031792,260.95
IMP-C007-20240919,C007,2024-09-19,3816,32,0.008631,65.62
IMP-C007-20240920,C007,2024-09-20,4692,84,0.018064,154.43
IMP-C007-20240921,C007,2024-09-21,3178,80,0.025253,111.06
IMP-C007-20240922,C007,2024-09-22,4870,104,0.021491,104.49
IMP-C007-20240923,C007,2024-09-23,4279,130,0.030391,186.06
IMP-C007-20240924,C007,2024-09-24,5013,68,0.013636,97.38
IMP-C007-20240925,C007,2024-09-25,3544,99,0.027976,143.5
IMP-C007-20240926,C007,2024-09-26,4924,151,0.030702,248.77
IMP-C007-20240927,C007,2024-09-27,4486,62,0.014014,89.23
IMP-C007-20240928,C007,2024-09-28,3640,70,0.019247,92.93
IMP-C007-20240929,C007,2024-09-29,3171,20,0.006341,24.79
IMP-C007-20240930,C007,2024-09-30,4403,49,0.011215,70.79
IMP-C007-20241001,C007,2024-10-01,6195,186,0.030184,359.55
IMP-C007-20241002,C007,2024-10-02,4610,144,0.03134,176.08
IMP-C007-20241003,C007,2024-10-03,3523,17,0.005,30.53
IMP-C007-20241004,C007,2024-10-04,5817,102,0.017575,139.11
IMP-C007-20241005,C007,2024-10-05,3408,85,0.025061,151.09
IMP-C007-20241006,C007,2024-10-06,2370,59,0.025276,80.06
IMP-C007-20241007,C007,2024-10-07,4319,110,0.025672,152.19
IMP-C007-20241008,C007,2024-10-08,4091,83,0.020289,143.68
IMP-C007-20241009,C007,2024-10-09,4639,110,0.023765,116.46
IMP-C007-20241010,C007,2024-10-10,3802,110,0.029189,159.64
IMP-C007-20241011,C007,2024-10-11,4892,176,0.036132,308.28
IMP-C007-20241012,C007,2024-10-12,4297,76,0.017912,51.22
IMP-C007-20241013,C007,2024-10-13,4023,78,0.019392,121.45
IMP-C007-20241014,C007,2024-10-14,4038,78,0.019437,70.68
IMP-C007-20241015,C007,2024-10-15,3213,82,0.025813,160.29
IMP-C007-20241016,C007,2024-10-16,4097,100,0.024622,172.57
IMP-C007-20241017,C007,2024-10-17,3348,83,0.024935,101.08
IMP-C007-20241018,C007,2024-10-18,5108,118,0.023211,180.49
IMP-C007-20241019,C007,2024-10-19,3378,93,0.027656,192.08
IMP-C007-20241020,C007,2024-10-20,3141,60,0.019282,90.57
IMP-C007-20241021,C007,2024-10-21,5025,88,0.017524,51.93
IMP-C007-20241022,C007,2024-10-22,5627,158,0.028084,144.9
IMP-C007-20241023,C007,2024-10-23,3562,123,0.034545,230.54
IMP-C007-20241024,C007,2024-10-24,5185,106,0.020591,155.28
IMP-C007-20241025,C007,2024-10-25,4062,126,0.031026,148.33
IMP-C007-20241026,C007,2024-10-26,3353,100,0.030082,142.67
IMP-C007-20241027,C007,2024-10-27,5647,93,0.016628,132.39
IMP-C007-20241028,C007,2024-10-28,3231,71,0.022059,70.75
IMP-C007-20241029,C007,2024-10-29,3687,38,0.01051,62.63
IMP-C007-20241030,C007,2024-10-30,4952,40,0.008158,73.61
IMP-C007-20241031,C007,2024-10-31,6822,152,0.022368,189.65
IMP-C007-20241101,C007,2024-11-01,9315,106,0.011448,153.28
IMP-C007-20241102,C007,2024-11-02,5705,186,0.032761,287.91
IMP-C007-20241103,C007,2024-11-03,4779,68,0.014391,90.95
IMP-C007-20241104,C007,2024-11-04,4085,91,0.022383,115.64
IMP-C007-20241105,C007,2024-11-05,3420,109,0.032041,140.69
IMP-C007-20241106,C007,2024-11-06,3728,76,0.020654,111.0
IMP-C007-20241107,C007,2024-11-07,3076,75,0.024653,84.44
IMP-C007-20241108,C007,2024-11-08,7795,204,0.026192,269.29
IMP-C007-20241109,C007,2024-11-09,4442,93,0.02116,151.02
IMP-C007-20241110,C007,2024-11-10,5425,109,0.020263,158.87
IMP-C007-20241111,C007,2024-11-11,4635,89,0.019254,72.47
IMP-C007-20241112,C007,2024-11-12,6789,165,0.02439,199.31
IMP-C007-20241113,C007,2024-11-13,8051,182,0.022696,205.51
IMP-C007-20241114,C007,2024-11-14,6629,166,0.025184,258.69
IMP-C007-20241115,C007,2024-11-15,4878,124,0.025604,168.82
IMP-C007-20241116,C007,2024-11-16,6218,42,0.00676,55.01
IMP-C007-20241117,C007,2024-11-17,7810,123,0.015863,154.84
IMP-C007-20241118,C007,2024-11-18,4848,59,0.012282,45.87
IMP-C007-20241119,C007,2024-11-19,5145,118,0.023087,168.06
IMP-C007-20241120,C007,2024-11-20,5262,117,0.022344,204.38
IMP-C007-20241121,C007,2024-11-21,5200,90,0.017407,122.01
IMP-C007-20241122,C007,2024-11-22,6250,208,0.033296,260.32
IMP-C007-20241123,C007,2024-11-23,5595,138,0.024707,157.63
IMP-C007-20241124,C007,2024-11-24,5487,56,0.010275,50.92
IMP-C007-20241125,C007,2024-11-25,5960,112,0.018929,168.08
IMP-C007-20241126,C007,2024-11-26,5435,77,0.014189,109.83
IMP-C007-20241127,C007,2024-11-27,3776,125,0.033128,129.15
IMP-C007-20241128,C007,2024-11-28,5192,70,0.013662,112.78
IMP-C007-20241129,C007,2024-11-29,5007,89,0.017851,150.94
IMP-C007-20241130,C007,2024-11-30,5500,143,0.026133,163.82
IMP-C007-20241201,C007,2024-12-01,3542,80,0.022858,107.55
IMP-C007-20241202,C007,2024-12-02,6315,134,0.021361,201.2
IMP-C007-20241203,C007,2024-12-03,3244,120,0.037107,166.89
IMP-C007-20241204,C007,2024-12-04,6412,98,0.015311,150.18
IMP-C007-20241205,C007,2024-12-05,3681,94,0.025617,125.32
IMP-C007-20241206,C007,2024-12-06,5499,151,0.027584,161.61
IMP-C007-20241207,C007,2024-12-07,4525,116,0.025659,240.06
IMP-C007-20241208,C007,2024-12-08,5271,140,0.026729,197.11
IMP-C007-20241209,C007,2024-12-09,8111,65,0.008022,95.45
IMP-C007-20241210,C007,2024-12-10,3241,16,0.005,24.47
IMP-C007-20241211,C007,2024-12-11,5650,111,0.019721,156.3
IMP-C007-20241212,C007,2024-12-12,9689,193,0.019935,307.46
IMP-C007-20241213,C007,2024-12-13,4573,111,0.024362,151.91
IMP-C007-20241214,C007,2024-12-14,4899,179,0.036551,320.97
IMP-C007-20241215,C007,2024-12-15,5646,28,0.005,37.29
IMP-C007-20241216,C007,2024-12-16,9149,184,0.020155,325.86
IMP-C007-20241217,C007,2024-12-17,7428,176,0.023752,208.99
IMP-C007-20241218,C007,2024-12-18,2135,58,0.027473,69.34
IMP-C007-20241219,C007,2024-12-19,5700,68,0.012001,92.51
IMP-C007-20241220,C007,2024-12-20,5506,132,0.024149,145.93
IMP-C007-20241221,C007,2024-12-21,7093,122,0.017225,114.39
IMP-C007-20241222,C007,2024-12-22,5311,118,0.022275,175.6
IMP-C007-20241223,C007,2024-12-23,7319,147,0.020108,206.4
IMP-C007-20241224,C007,2024-12-24,3954,112,0.028564,167.47
IMP-C007-20241225,C007,2024-12-25,4886,33,0.006763,61.82
IMP-C007-20241226,C007,2024-12-26,3784,65,0.01727,100.59
IMP-C007-20241227,C007,2024-12-27,3826,38,0.010052,30.51
IMP-C007-20241228,C007,2024-12-28,6444,113,0.017639,261.95
IMP-C007-20241229,C007,2024-12-29,4102,60,0.014628,76.22
IMP-C007-20241230,C007,2024-12-30,5791,105,0.018238,170.49
IMP-C007-20241231,C007,2024-12-31,4124,45,0.010947,40.52
IMP-C008-20240101,C008,2024-01-01,266,5,0.021783,0.5
IMP-C008-20240102,C008,2024-01-02,505,21,0.042921,10.26
IMP-C008-20240103,C008,2024-01-03,549,3,0.006473,0.3
IMP-C008-20240104,C008,2024-01-04,510,10,0.020114,1.0
IMP-C008-20240105,C008,2024-01-05,501,11,0.023362,1.1
IMP-C008-20240106,C008,2024-01-06,631,20,0.032324,2.0
IMP-C008-20240107,C008,2024-01-07,790,12,0.016239,1.2
IMP-C008-20240108,C008,2024-01-08,657,11,0.018191,2.38
IMP-C008-20240109,C008,2024-01-09,239,10,0.044709,3.22
IMP-C008-20240110,C008,2024-01-10,374,3,0.010255,1.87
IMP-C008-20240111,C008,2024-01-11,489,8,0.01799,0.8
IMP-C008-20240112,C008,2024-01-12,547,13,0.025267,4.35
IMP-C008-20240113,C008,2024-01-13,390,3,0.009757,0.77
IMP-C008-20240114,C008,2024-01-14,751,6,0.009146,2.67
IMP-C008-20240115,C008,2024-01-15,605,24,0.041102,2.4
IMP-C008-20240116,C008,2024-01-16,221,5,0.026176,2.19
IMP-C008-20240117,C008,2024-01-17,465,10,0.023344,1.0
IMP-C008-20240118,C008,2024-01-18,165,7,0.048056,0.7
IMP-C008-20240119,C008,2024-01-19,675,18,0.02696,8.95
IMP-C008-20240120,C008,2024-01-20,660,16,0.025181,1.6
IMP-C008-20240121,C008,2024-01-21,719,3,0.005519,0.94
IMP-C008-20240122,C008,2024-01-22,435,18,0.043027,3.03
IMP-C008-20240123,C008,2024-01-23,696,20,0.028984,2.0
IMP-C008-20240124,C008,2024-01-24,470,16,0.036069,2.72
IMP-C008-20240125,C008,2024-01-25,777,25,0.032839,2.5
IMP-C008-20240126,C008,2024-01-26,480,14,0.029235,1.4
IMP-C008-20240127,C008,2024-01-27,851,28,0.033301,13.67
IMP-C008-20240128,C008,2024-01-28,362,15,0.042935,11.84
IMP-C008-20240129,C008,2024-01-29,401,14,0.037257,1.68
IMP-C008-20240130,C008,2024-01-30,368,12,0.033915,4.44
IMP-C008-20240131,C008,2024-01-31,509,21,0.041991,2.1
IMP-C008-20240201,C008,2024-02-01,375,11,0.029639,1.4
IMP-C008-20240202,C008,2024-02-02,492,18,0.037715,5.03
IMP-C008-20240203,C008,2024-02-03,728,19,0.026522,5.71
IMP-C008-20240204,C008,2024-02-04,533,28,0.052646,2.8
IMP-C008-20240205,C008,2024-02-05,915,26,0.028419,2.6
IMP-C008-20240206,C008,2024-02-06,805,23,0.029511,8.63
IMP-C008-20240207,C008,2024-02-07,783,25,0.032055,2.5
IMP-C008-20240208,C008,2024-02-08,746,20,0.028009,6.52
IMP-C008-20240209,C008,2024-02-09,276,9,0.033364,0.9
IMP-C008-20240210,C008,2024-02-10,847,30,0.035477,5.76
IMP-C008-20240211,C008,2024-02-11,672,10,0.016019,6.07
IMP-C008-20240212,C008,2024-02-12,898,29,0.032715,17.32
IMP-C008-20240213,C008,2024-02-13,514,9,0.018435,1.19
IMP-C008-20240214,C008,2024-02-14,665,15,0.023272,4.22
IMP-C008-20240215,C008,2024-02-15,645,10,0.01602,2.76
IMP-C008-20240216,C008,2024-02-16,729,21,0.030058,9.78
IMP-C008-20240217,C008,2024-02-17,417,14,0.033615,1.4
IMP-C008-20240218,C008,2024-02-18,432,8,0.020429,0.8
IMP-C008-20240219,C008,2024-02-19,517,13,0.02543,4.82
IMP-C008-20240220,C008,2024-02-20,551,4,0.008972,1.85
IMP-C008-20240221,C008,2024-02-21,474,12,0.027295,3.05
IMP-C008-20240222,C008,2024-02-22,629,25,0.04113,6.59
IMP-C008-20240223,C008,2024-02-23,470,25,0.054143,4.46
IMP-C008-20240224,C008,2024-02-24,577,22,0.039567,4.29
IMP-C008-20240225,C008,2024-02-25,659,38,0.057906,3.8
IMP-C008-20240226,C008,2024-02-26,552,16,0.029399,7.06
IMP-C008-20240227,C008,2024-02-27,374,1,0.005,0.1
IMP-C008-20240228,C008,2024-02-28,354,8,0.022902,2.17
IMP-C008-20240229,C008,2024-02-29,466,5,0.010878,0.7
IMP-C008-20240301,C008,2024-03-01,802,6,0.00766,2.2
IMP-C008-20240302,C008,2024-03-02,794,31,0.039449,15.05
IMP-C008-20240303,C008,2024-03-03,1023,24,0.023727,3.67
IMP-C008-20240304,C008,2024-03-04,591,16,0.028024,9.28
IMP-C008-20240305,C008,2024-03-05,438,7,0.017667,3.73
IMP-C008-20240306,C008,2024-03-06,828,19,0.023642,7.15
IMP-C008-20240307,C008,2024-03-07,716,32,0.046003,4.56
IMP-C008-20240308,C008,2024-03-08,829,49,0.059704,14.67
IMP-C008-20240309,C008,2024-03-09,668,24,0.036669,2.4
IMP-C008-20240310,C008,2024-03-10,1054,31,0.030161,3.1
IMP-C008-20240311,C008,2024-03-11,522,21,0.041167,7.98
IMP-C008-20240312,C008,2024-03-12,577,20,0.034917,2.0
IMP-C008-20240313,C008,2024-03-13,690,23,0.033433,14.54
IMP-C008-20240314,C008,2024-03-14,532,6,0.01266,0.6
IMP-C008-20240315,C008,2024-03-15,439,19,0.04404,11.11
IMP-C008-20240316,C008,2024-03-16,712,30,0.042656,4.81
IMP-C008-20240317,C008,2024-03-17,644,15,0.024004,1.5
IMP-C008-20240318,C008,2024-03-18,404,12,0.031171,1.29
IMP-C008-20240319,C008,2024-03-19,782,22,0.029122,2.2
IMP-C008-20240320,C008,2024-03-20,516,14,0.028866,4.78
IMP-C008-20240321,C008,2024-03-21,471,13,0.02905,2.47
IMP-C008-20240322,C008,2024-03-22,541,11,0.020946,2.08
IMP-C008-20240323,C008,2024-03-23,472,15,0.032199,1.5
IMP-C008-20240324,C008,2024-03-24,835,46,0.056054,4.6
IMP-C008-20240325,C008,2024-03-25,748,14,0.019279,6.05
IMP-C008-20240326,C008,2024-03-26,451,15,0.033767,1.5
IMP-C008-20240327,C008,2024-03-27,625,9,0.015628,3.3
IMP-C008-20240328,C008,2024-03-28,521,18,0.034624,1.8
IMP-C008-20240329,C008,2024-03-29,641,19,0.029773,1.9
IMP-C008-20240330,C008,2024-03-30,694,32,0.046364,3.2
IMP-C008-20240331,C008,2024-03-31,853,39,0.045977,3.9
IMP-C008-20240401,C008,2024-04-01,419,13,0.031624,1.3
IMP-C008-20240402,C008,2024-04-02,968,27,0.028418,2.7
IMP-C008-20240403,C008,2024-04-03,470,19,0.041079,1.9
IMP-C008-20240404,C008,2024-04-04,667,26,0.03947,2.6
IMP-C008-20240405,C008,2024-04-05,652,18,0.027801,5.85
IMP-C008-20240406,C008,2024-04-06,757,19,0.025359,2.64
IMP-C008-20240407,C008,2024-04-07,598,6,0.010269,1.18
IMP-C008-20240408,C008,2024-04-08,972,16,0.017395,1.6
IMP-C008-20240409,C008,2024-04-09,516,18,0.036695,4.58
IMP-C008-20240410,C008,2024-04-10,633,10,0.016984,1.48
IMP-C008-20240411,C008,2024-04-11,401,11,0.029721,4.2
IMP-C008-20240412,C008,2024-04-12,453,4,0.00961,2.38
IMP-C008-20240413,C008,2024-04-13,559,23,0.041631,2.3
IMP-C008-20240414,C008,2024-04-14,633,21,0.033261,2.1
IMP-C008-20240415,C008,2024-04-15,681,15,0.023422,1.5
IMP-C008-20240416,C008,2024-04-16,715,17,0.02484,1.7
IMP-C008-20240417,C008,2024-04-17,460,21,0.047097,8.04
IMP-C008-20240418,C008,2024-04-18,819,19,0.024335,1.9
IMP-C008-20240419,C008,2024-04-19,982,26,0.027267,2.6
IMP-C008-20240420,C008,2024-04-20,728,30,0.042005,3.39
IMP-C008-20240421,C008,2024-04-21,870,35,0.040996,3.5
IMP-C008-20240422,C008,2024-04-22,548,21,0.03949,2.1
IMP-C008-20240423,C008,2024-04-23,635,6,0.01083,0.6
IMP-C008-20240424,C008,2024-04-24,610,14,0.023701,1.4
IMP-C008-20240425,C008,2024-04-25,478,26,0.055503,17.69
IMP-C008-20240426,C008,2024-04-26,468,21,0.046985,2.1
IMP-C008-20240427,C008,2024-04-27,681,18,0.027241,1.8
IMP-C008-20240428,C008,2024-04-28,822,24,0.029511,2.4
IMP-C008-20240429,C008,2024-04-29,444,7,0.017277,0.7
IMP-C008-20240430,C008,2024-04-30,662,9,0.01364,0.9
IMP-C008-20240501,C008,2024-05-01,805,34,0.042392,3.75
IMP-C008-20240502,C008,2024-05-02,586,29,0.050558,8.01
IMP-C008-20240503,C008,2024-05-03,550,5,0.010888,1.19
IMP-C008-20240504,C008,2024-05-04,724,14,0.02042,2.9
IMP-C008-20240505,C008,2024-05-05,545,14,0.025792,1.4
IMP-C008-20240506,C008,2024-05-06,566,22,0.039632,2.2
IMP-C008-20240507,C008,2024-05-07,607,11,0.018929,2.51
IMP-C008-20240508,C008,2024-05-08,567,9,0.016729,4.68
IMP-C008-20240509,C008,2024-05-09,739,15,0.020741,4.04
IMP-C008-20240510,C008,2024-05-10,680,24,0.035708,2.4
IMP-C008-20240511,C008,2024-05-11,750,15,0.021164,1.5
IMP-C008-20240512,C008,2024-05-12,995,31,0.031622,3.1
IMP-C008-20240513,C008,2024-05-13,269,12,0.044677,1.2
IMP-C008-20240514,C008,2024-05-14,449,10,0.024024,5.45
IMP-C008-20240515,C008,2024-05-15,715,18,0.026106,3.82
IMP-C008-20240516,C008,2024-05-16,509,15,0.029676,2.13
IMP-C008-20240517,C008,2024-05-17,745,29,0.039606,7.78
IMP-C008-20240518,C008,2024-05-18,545,20,0.036902,2.0
IMP-C008-20240519,C008,2024-05-19,437,10,0.023161,1.45
IMP-C008-20240520,C008,2024-05-20,736,18,0.025798,1.8
IMP-C008-20240521,C008,2024-05-21,608,17,0.029361,2.99
IMP-C008-20240522,C008,2024-05-22,737,29,0.040227,2.9
IMP-C008-20240523,C008,2024-05-23,507,7,0.015518,2.31
IMP-C008-20240524,C008,2024-05-24,817,19,0.024219,1.9
IMP-C008-20240525,C008,2024-05-25,820,27,0.034067,6.77
IMP-C008-20240526,C008,2024-05-26,421,15,0.036145,1.5
IMP-C008-20240527,C008,2024-05-27,429,10,0.023839,1.0
IMP-C008-20240528,C008,2024-05-28,566,6,0.010708,2.45
IMP-C008-20240529,C008,2024-05-29,769,3,0.005,1.24
IMP-C008-20240530,C008,2024-05-30,478,18,0.038284,1.8
IMP-C008-20240531,C008,2024-05-31,604,15,0.025779,7.25
IMP-C008-20240601,C008,2024-06-01,414,14,0.035294,6.31
IMP-C008-20240602,C008,2024-06-02,707,39,0.055896,3.9
IMP-C008-20240603,C008,2024-06-03,743,19,0.026727,9.31
IMP-C008-20240604,C008,2024-06-04,598,13,0.023345,6.65
IMP-C008-20240605,C008,2024-06-05,526,5,0.011047,0.5
IMP-C008-20240606,C008,2024-06-06,692,30,0.044704,4.6
IMP-C008-20240607,C008,2024-06-07,797,9,0.011702,0.9
IMP-C008-20240608,C008,2024-06-08,556,14,0.026625,2.03
IMP-C008-20240609,C008,2024-06-09,703,15,0.022662,2.43
IMP-C008-20240610,C008,2024-06-10,593,10,0.016889,1.0
IMP-C008-20240611,C008,2024-06-11,578,15,0.026019,1.94
IMP-C008-20240612,C008,2024-06-12,611,13,0.022812,6.52
IMP-C008-20240613,C008,2024-06-13,424,8,0.019348,7.63
IMP-C008-20240614,C008,2024-06-14,444,5,0.011755,1.7
IMP-C008-20240615,C008,2024-06-15,288,7,0.025177,5.35
IMP-C008-20240616,C008,2024-06-16,368,1,0.005,0.1
IMP-C008-20240617,C008,2024-06-17,734,30,0.041497,3.0
IMP-C008-20240618,C008,2024-06-18,702,31,0.044683,20.34
IMP-C008-20240619,C008,2024-06-19,563,2,0.005,0.2
IMP-C008-20240620,C008,2024-06-20,535,13,0.024893,1.3
IMP-C008-20240621,C008,2024-06-21,767,33,0.043293,3.3
IMP-C008-20240622,C008,2024-06-22,764,24,0.032292,3.34
IMP-C008-20240623,C008,2024-06-23,735,21,0.028867,15.48
IMP-C008-20240624,C008,2024-06-24,384,8,0.021818,0.8
IMP-C008-20240625,C008,2024-06-25,665,28,0.043216,3.16
IMP-C008-20240626,C008,2024-06-26,386,14,0.03811,4.85
IMP-C008-20240627,C008,2024-06-27,308,8,0.027954,0.8
IMP-C008-20240628,C008,2024-06-28,500,8,0.017166,2.9
IMP-C008-20240629,C008,2024-06-29,617,7,0.012573,2.69
IMP-C008-20240630,C008,2024-06-30,384,12,0.031961,1.2
IMP-C008-20240701,C008,2024-07-01,545,18,0.034051,4.98
IMP-C008-20240702,C008,2024-07-02,800,21,0.027013,4.45
IMP-C008-20240703,C008,2024-07-03,534,16,0.030184,4.03
IMP-C008-20240704,C008,2024-07-04,585,3,0.006355,0.66
IMP-C008-20240705,C008,2024-07-05,654,12,0.019838,1.2
IMP-C008-20240706,C008,2024-07-06,821,27,0.033897,2.7
IMP-C008-20240707,C008,2024-07-07,429,7,0.018138,3.58
IMP-C008-20240708,C008,2024-07-08,620,13,0.021393,3.55
